Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-09-01 00:00:00-04:00,30.59783061126558,32.43936374413109,30.371178439713027,31.98606300354004,3715600,0.23,0.0
2019-09-08 00:00:00-04:00,32.03123463849108,32.73500675819446,31.679348578639388,32.05976486206055,5386500,0.0,0.0
2019-09-15 00:00:00-04:00,31.87907263634427,32.01221853881137,30.081593883154113,30.509567260742188,4919200,0.0,0.0
2019-09-22 00:00:00-04:00,30.585649937834546,30.766347435121936,29.60607156137495,29.93893814086914,5673900,0.0,0.0
2019-09-29 00:00:00-04:00,30.129145232462104,30.44298860574114,28.217542068639883,28.992645263671875,4762200,0.0,0.0
2019-10-06 00:00:00-04:00,29.0164237486056,29.938938035757474,28.16048241432345,29.63460350036621,6064600,0.0,0.0
2019-10-13 00:00:00-04:00,29.53949666113337,30.500053612253517,29.239918391914966,29.981733322143555,7988900,0.0,0.0
2019-10-20 00:00:00-04:00,30.15767743058359,31.394036900252388,29.67264541181987,30.148168563842773,6740200,0.0,0.0
2019-10-27 00:00:00-04:00,30.167189117257923,31.06117318078534,29.42822752201893,30.300336837768555,8957000,0.0,0.0
2019-11-03 00:00:00-05:00,30.47152572806496,32.830120225489615,30.119637782685963,32.74452590942383,9456500,0.0,0.0
2019-11-10 00:00:00-05:00,32.563830487120555,32.6874639075814,31.65082318153466,31.95040512084961,5693100,0.0,0.0
2019-11-17 00:00:00-05:00,31.93613297225387,33.80969150955614,31.907599119393165,33.1677360534668,6314100,0.0,0.0
2019-11-24 00:00:00-05:00,33.17249782900628,33.65752987303687,32.88718464852041,33.267601013183594,3867800,0.0,0.0
2019-12-01 00:00:00-05:00,33.24858151054863,33.50536447573549,32.32606896297449,32.90620422363281,5380500,0.0,0.0
2019-12-08 00:00:00-05:00,32.97277522623613,34.34228429267298,32.79207772572745,34.104522705078125,6621700,0.0,0.0
2019-12-15 00:00:00-05:00,34.266194493838924,34.618084210940985,33.81920523290532,34.446895599365234,7675500,0.0,0.0
2019-12-22 00:00:00-05:00,34.38983752171837,35.14116504499374,34.38983752171837,34.92717742919922,3025800,0.0,0.0
2019-12-29 00:00:00-05:00,34.98899948304679,35.05557244377168,34.204385442555726,34.3327751159668,3976500,0.0,0.0
2020-01-05 00:00:00-05:00,34.18060598614521,35.11263101396169,33.98088711474612,34.31850814819336,5465900,0.0,0.0
2020-01-12 00:00:00-05:00,34.323260576448405,36.93863786063123,34.06647764410147,36.68661117553711,7035900,0.0,0.0
2020-01-19 00:00:00-05:00,36.52018507317529,36.71039146050974,33.8952948436901,34.27571487426758,7907600,0.0,0.0
2020-01-26 00:00:00-05:00,34.05696916264669,35.01752432521746,33.790673732783006,34.551513671875,6650800,0.0,0.0
2020-02-02 00:00:00-05:00,34.713187042783034,36.55821540419923,34.133048267896854,34.58955001831055,7719400,0.0,0.0
2020-02-09 00:00:00-05:00,34.446898945159326,35.892489790011446,34.33277077438804,35.48353958129883,5086500,0.0,0.0
2020-02-16 00:00:00-05:00,35.43597799646717,35.8734619832519,33.74311700832135,33.76213836669922,4838400,0.0,0.0
2020-02-23 00:00:00-05:00,33.543402929126586,33.705079056264005,28.398242669047473,28.959360122680664,12868600,0.0,0.0
2020-03-01 00:00:00-05:00,28.987890169509143,30.69977274735524,26.201324279789574,27.12384033203125,14743000,0.23,0.0
2020-03-08 00:00:00-04:00,25.625888903025746,27.762177520713465,23.22424020404087,24.313459396362305,16579000,0.0,0.0
2020-03-15 00:00:00-04:00,22.32087153345527,23.412966955405775,19.08290889306783,19.20744514465332,15288900,0.0,0.0
2020-03-22 00:00:00-04:00,19.28408092366898,23.738676525193,18.32610368931054,21.113819122314453,12505100,0.0,0.0
2020-03-29 00:00:00-04:00,21.180876394310086,23.298005121020218,20.309117291876916,20.682727813720703,8971500,0.0,0.0
2020-04-05 00:00:00-04:00,21.822722532134293,25.443875387531733,21.736504432987058,24.562536239624023,6285600,0.0,0.0
2020-04-12 00:00:00-04:00,24.390099848116254,25.22354085753831,23.298006370498094,25.127742767333984,6647700,0.0,0.0
2020-04-19 00:00:00-04:00,24.39010233913044,25.328921526380558,22.905238184499076,23.489604949951172,7776200,0.0,0.0
2020-04-26 00:00:00-04:00,23.78657549748152,27.053277836027558,23.633299280737752,23.968591690063477,6092100,0.0,0.0
2020-05-03 00:00:00-04:00,23.80573310460102,25.606729385126496,22.407085482459827,24.648752212524414,7303300,0.0,0.0
2020-05-10 00:00:00-04:00,24.72539347031852,24.72539347031852,22.378350194077935,24.428421020507812,5822500,0.0,0.0
2020-05-17 00:00:00-04:00,25.539674273534192,26.593449652539952,25.113374674033786,26.219839096069336,4233500,0.0,0.0
2020-05-24 00:00:00-04:00,27.206552881364374,28.480662520186684,26.890420469542192,27.570585250854492,4457000,0.0,0.0
2020-05-31 00:00:00-04:00,27.675961643993304,30.185862795456647,27.378989213728946,28.978811264038086,5686500,0.0,0.0
2020-06-07 00:00:00-04:00,29.112928198517878,30.703170295848125,26.133620177575683,26.77546501159668,8143500,0.0,0.0
2020-06-14 00:00:00-04:00,25.83664556852472,28.758477254025546,25.73222676536908,26.65092658996582,8509300,0.0,0.0
2020-06-21 00:00:00-04:00,26.39227170354118,27.168234568011258,24.33262104415281,24.66791343688965,8342900,0.0,0.0
2020-06-28 00:00:00-04:00,24.89782889752405,26.4880710112124,24.52421834888541,25.434295654296875,5855000,0.0,0.0
2020-07-05 00:00:00-04:00,25.807907757226268,25.935318176653315,23.02019409179366,24.323041915893555,4662400,0.0,0.0
2020-07-12 00:00:00-04:00,24.313463564065643,25.424718935666515,23.384226221975013,24.19850730895996,7655200,0.0,0.0
2020-07-19 00:00:00-04:00,24.026068090757494,26.05698055769653,23.27884521734477,25.376815795898438,5547300,0.0,0.0
2020-07-26 00:00:00-04:00,25.27143760036806,25.424715632590253,24.169764191547134,24.68707275390625,3965800,0.0,0.0
2020-08-02 00:00:00-04:00,24.78287236606438,25.922863982794247,23.259688385959947,23.844053268432617,7050100,0.0,0.0
2020-08-09 00:00:00-04:00,23.853632867813616,24.993626292985724,23.37464424867199,24.73497200012207,6083800,0.0,0.0
2020-08-16 00:00:00-04:00,24.84035026625649,25.137322700723608,24.20808543045083,24.916988372802734,4172200,0.0,0.0
2020-08-23 00:00:00-04:00,24.897828684459775,26.789834132040443,24.897828684459775,26.74672508239746,5500100,0.0,0.0
2020-08-30 00:00:00-04:00,26.72756295204184,27.52747484734876,25.93244196586413,26.593446731567383,7228300,0.23,0.0
2020-09-06 00:00:00-04:00,26.6510869769018,27.810250606063583,26.535169877009704,27.182369232177734,6642500,0.0,0.0
2020-09-13 00:00:00-04:00,27.45284148910287,28.853497400334167,26.680066957524108,27.047134399414062,10039600,0.0,0.0
2020-09-20 00:00:00-04:00,26.65108873917865,26.757345934235907,24.738470282787528,25.868654251098633,7392600,0.0,0.0
2020-09-27 00:00:00-04:00,26.419253272150314,27.636374467963904,26.216398818294863,27.211347579956055,5447900,0.0,0.0
2020-10-04 00:00:00-04:00,27.452840400533525,29.017711067979505,27.05679323849863,28.206296920776367,4756300,0.0,0.0
2020-10-11 00:00:00-04:00,28.42846853072008,28.49608606727581,25.71409610256777,26.197080612182617,5474900,0.0,0.0
2020-10-18 00:00:00-04:00,26.26470045739869,26.68972553666277,25.028259340823546,26.01837730407715,6685100,0.0,0.0
2020-10-25 00:00:00-04:00,25.79137312177755,25.95558792601507,23.965690452915766,25.250429153442383,9573400,0.0,0.0
2020-11-01 00:00:00-05:00,25.540221963495583,27.877867116740152,24.25548321248347,24.7336368560791,9502100,0.0,0.0
2020-11-08 00:00:00-05:00,25.791373000501736,26.41925248112586,24.4052061609055,25.31804656982422,10417300,0.0,0.0
2020-11-15 00:00:00-05:00,25.646475700630813,26.811435529475418,25.318046099797368,26.506189346313477,7732100,0.0,0.0
2020-11-22 00:00:00-05:00,26.525507751012285,28.389828208449746,26.467550127123975,27.752288818359375,3957600,0.0,0.0
2020-11-29 00:00:00-05:00,27.54943633965485,29.37511716123184,27.327263911699486,28.259422302246094,7655500,0.0,0.0
2020-12-06 00:00:00-05:00,28.022761909231825,28.43812888881707,27.211347772935,27.742630004882812,7613000,0.0,0.0
2020-12-13 00:00:00-05:00,28.100039245638655,28.196636517180032,26.631765877040955,26.844280242919922,8324200,0.0,0.0
2020-12-20 00:00:00-05:00,26.535170120718252,27.172709569880684,25.974908124713696,27.047134399414062,4004900,0.0,0.0
2020-12-27 00:00:00-05:00,27.17270946774986,28.23527582650678,27.04713429775523,27.897186279296875,3123500,0.0,0.0
2021-01-03 00:00:00-05:00,28.022761631683288,30.52462155341247,27.192027680740715,28.612003326416016,8020900,0.0,0.0
2021-01-10 00:00:00-05:00,28.34153011843912,29.616608881650755,27.694330825907198,29.355796813964844,12543300,0.0,0.0
2021-01-17 00:00:00-05:00,29.336480238084405,29.35579821842121,27.955144231038613,28.177316665649414,8393100,0.0,0.0
2021-01-24 00:00:00-05:00,28.18697704057913,35.702215034900796,28.177317129032016,28.872814178466797,19012000,0.0,0.0
2021-01-31 00:00:00-05:00,28.84383750806043,29.877424135667024,27.988954645545867,29.278522491455078,8377700,0.0,0.0
2021-02-07 00:00:00-05:00,29.510350965367657,30.882026961072693,28.467104563172246,30.379724502563477,7127000,0.0,0.0
2021-02-14 00:00:00-05:00,30.437685221836972,31.44229208353262,29.413758536806462,31.268417358398438,3744700,0.0,0.0
2021-02-21 00:00:00-05:00,31.181481033214762,32.823629222515336,30.3700686929931,30.843393325805664,5552700,0.0,0.0
2021-02-28 00:00:00-05:00,31.084884994981945,37.808028843778445,31.007605700571155,37.71143341064453,11446400,0.0,0.0
2021-03-07 00:00:00-05:00,37.49891961182585,39.01065990437929,36.61022982173017,38.638763427734375,6205600,0.23,0.0
2021-03-14 00:00:00-04:00,39.202152252197266,40.9412325762543,38.1334457022494,39.202152252197266,7541200,0.0,0.0
2021-03-21 00:00:00-04:00,39.44989321252508,40.15427107720084,32.993925686080935,35.141056060791016,9447900,0.0,0.0
2021-03-28 00:00:00-04:00,35.21878187997,35.47138392618342,33.56714171263905,34.00434112548828,8460300,0.0,0.0
2021-04-04 00:00:00-04:00,34.34438646693401,35.50053655203716,33.33397447550076,35.05362319946289,5485000,0.0,0.0
2021-04-11 00:00:00-04:00,35.46167226681936,36.21948215942059,34.873883349330036,35.6754150390625,5874800,0.0,0.0
2021-04-18 00:00:00-04:00,35.54911408724696,36.66640119502212,35.252790211867804,36.27777862548828,6142000,0.0,0.0
2021-04-25 00:00:00-04:00,36.306924075192846,36.42351306993459,35.16049157015556,35.345088958740234,4072700,0.0,0.0
2021-05-02 00:00:00-04:00,35.58797425418208,36.39436101846917,34.30552506539887,36.11260986328125,4646100,0.0,0.0
2021-05-09 00:00:00-04:00,36.200055403579405,36.76355780197386,35.17701265578529,35.23822021484375,5732500,0.0,0.0
2021-05-16 00:00:00-04:00,35.58797713851628,36.04460439629318,34.75244120709797,35.345088958740234,5061300,0.0,0.0
2021-05-23 00:00:00-04:00,35.34508993237651,35.996028493141274,34.72329676801028,35.24793243408203,6747000,0.0,0.0
2021-05-30 00:00:00-04:00,35.55883315151594,35.612268855247216,33.78575214905484,34.65528869628906,4931200,0.0,0.0
2021-06-06 00:00:00-04:00,34.66499637589187,35.383943210150086,33.9557634367219,35.170204162597656,4176100,0.0,0.0
2021-06-13 00:00:00-04:00,35.21878843483541,35.34509133453894,34.2278041499964,34.76215744018555,5515600,0.0,0.0
2021-06-20 00:00:00-04:00,34.98561012450312,35.840577514485354,34.179223333115026,35.354801177978516,5836300,0.0,0.0
2021-06-27 00:00:00-04:00,35.5102477015814,35.68512747057114,33.74202222062218,34.36381530761719,4147300,0.0,0.0
2021-07-04 00:00:00-04:00,34.22780129799266,34.480407076351554,32.6247415609989,33.528282165527344,3883200,0.0,0.0
2021-07-11 00:00:00-04:00,33.43113111586716,33.98491590570074,32.362424537004394,32.42071533203125,5172900,0.0,0.0
2021-07-18 00:00:00-04:00,32.1778258230115,33.18824156560968,31.449161265476587,33.04250717163086,8008100,0.0,0.0
2021-07-25 00:00:00-04:00,32.82876778291614,33.635154625207036,32.197257023121686,32.29441452026367,5695800,0.0,0.0
2021-08-01 00:00:00-04:00,32.34299006078591,33.86832749330764,30.963385161692354,32.780189514160156,6512700,0.0,0.0
2021-08-08 00:00:00-04:00,32.653886216562384,33.635152794109146,32.29441276215567,33.100799560546875,6331200,0.0,0.0
2021-08-15 00:00:00-04:00,32.98421637898301,33.71288093651793,32.30412871738117,33.04250717163086,3105800,0.0,0.0
2021-08-22 00:00:00-04:00,33.129946267331775,33.61572262729957,32.85791269172725,33.54771423339844,3135500,0.0,0.0
2021-08-29 00:00:00-04:00,33.53799687817291,33.81003042572284,32.867626904776664,33.15909194946289,4438600,0.24,0.0
2021-09-05 00:00:00-04:00,33.265416675496986,33.67634061940615,32.42399671536385,32.58053970336914,3834300,0.0,0.0
2021-09-12 00:00:00-04:00,32.85449163168315,34.81128078237935,31.934798342197304,34.34164810180664,6589400,0.0,0.0
2021-09-19 00:00:00-04:00,34.14597265901236,35.77010752793687,33.245847696083565,35.525508880615234,4676400,0.0,0.0
2021-09-26 00:00:00-04:00,35.45702266738049,37.218132236744715,35.4472366311051,36.865909576416016,5103500,0.0,0.0
2021-10-03 00:00:00-04:00,36.84634203645607,39.00859329765277,36.84634203645607,38.23566436767578,4808500,0.0,0.0
2021-10-10 00:00:00-04:00,38.23566049581641,38.812909692653314,37.736677189281515,38.12803649902344,3717400,0.0,0.0
2021-10-17 00:00:00-04:00,37.9910658082332,39.634765376033,37.873655763742285,38.66615676879883,3286000,0.0,0.0
2021-10-24 00:00:00-04:00,38.85694294647993,38.87161826879045,35.72607937864666,36.16146469116211,5669000,0.0,0.0
2021-10-31 00:00:00-04:00,36.25930325501988,38.685721283678255,36.05383756362022,37.775814056396484,5209000,0.0,0.0
2021-11-07 00:00:00-05:00,37.96170645399251,38.069330447859436,36.44519570146131,37.32575225830078,4770200,0.0,0.0
2021-11-14 00:00:00-05:00,37.34531818934856,38.08890013757101,35.33961010791002,35.5352897644043,4526700,0.0,0.0
2021-11-21 00:00:00-05:00,35.57442773231285,35.91686434438749,33.81331822455343,34.31229782104492,4096500,0.0,0.0
2021-11-28 00:00:00-05:00,34.50797548060094,34.50797548060094,31.416248918709254,32.81535339355469,6889000,0.0,0.0
2021-12-05 00:00:00-05:00,33.236069491667735,33.979647829034235,33.040389803219824,33.50023651123047,5476800,0.0,0.0
2021-12-12 00:00:00-05:00,33.20671406615053,34.38078842756593,32.14026371660447,33.48066711425781,21623900,0.0,0.0
2021-12-19 00:00:00-05:00,33.19692597852643,34.04323513846948,32.56096805496462,33.7643928527832,4292400,0.0,0.0
2021-12-26 00:00:00-05:00,33.81332215052874,34.23403216979891,33.30455645903273,33.52958679199219,2823100,0.0,0.0
2022-01-02 00:00:00-05:00,33.67634083359412,35.43745412520366,33.56872056113288,35.222206115722656,5755700,0.0,0.0
2022-01-09 00:00:00-05:00,35.36896435769455,36.94417644283747,34.777032372509126,36.885475158691406,5107700,0.0,0.0
2022-01-16 00:00:00-05:00,36.88547690547416,37.26215718160612,33.87201976730173,34.06769943237305,3757500,0.0,0.0
2022-01-23 00:00:00-05:00,33.95029111444367,35.95599916494394,33.803530441267014,35.91686248779297,6517300,0.0,0.0
2022-01-30 00:00:00-05:00,35.7603211074891,36.934395348465685,35.36896551534965,36.44519805908203,4802900,0.0,0.0
2022-02-06 00:00:00-05:00,36.601741815501256,40.02612291351712,36.249519162540665,38.5976676940918,5793000,0.0,0.0
2022-02-13 00:00:00-05:00,38.73464238038422,38.89118536716213,37.02245182962866,37.70732879638672,6171200,0.0,0.0
2022-02-20 00:00:00-05:00,37.60948800680825,37.97149670496658,35.65759177676566,37.40402603149414,5358200,0.0,0.0
2022-02-27 00:00:00-05:00,36.905048350314914,39.008594663051376,36.591962352770146,38.22587966918945,5321600,0.24,0.0
2022-03-06 00:00:00-05:00,38.34903029662,38.69855245153253,35.55284930148055,35.621768951416016,4498000,0.0,0.0
2022-03-13 00:00:00-04:00,36.10420664853335,37.15770077865129,35.021180354401366,37.09862518310547,6013500,0.0,0.0
2022-03-20 00:00:00-04:00,37.059242418684065,38.07334908903138,36.53742112319883,37.23646545410156,4885900,0.0,0.0
2022-03-27 00:00:00-04:00,37.16754286762314,37.25615437833581,35.35593268092795,35.61191940307617,3525000,0.0,0.0
2022-04-03 00:00:00-04:00,35.52331423175067,35.99590773797608,34.213833339964964,35.208248138427734,3784800,0.0,0.0
2022-04-10 00:00:00-04:00,35.18856011405767,35.838376656173914,34.79473031332812,35.29685974121094,3516500,0.0,0.0
2022-04-17 00:00:00-04:00,35.355934472142735,36.48819230462972,34.459975265473986,34.78488540649414,4449100,0.0,0.0
2022-04-24 00:00:00-04:00,34.57812105470675,34.794727805077386,32.64836343308905,32.72713088989258,5064100,0.0,0.0
2022-05-01 00:00:00-04:00,32.90434914956868,33.8889197944631,31.220734248200582,31.565336227416992,4760800,0.0,0.0
2022-05-08 00:00:00-04:00,31.299501038682806,31.47376820628323,28.51316436993153,30.757986068725586,9322900,0.0,0.0
2022-05-15 00:00:00-04:00,30.70876054825934,31.6736375021653,30.01956030957278,30.462617874145508,6210400,0.0,0.0
2022-05-22 00:00:00-04:00,30.92536255234129,32.24468731325457,29.36974107158197,32.185611724853516,6591300,0.0,0.0
2022-05-29 00:00:00-04:00,32.215153336276,32.4809878663254,30.807216985924935,31.16166114807129,5860100,0.0,0.0
2022-06-05 00:00:00-04:00,31.338884482276406,31.811479833075165,29.55681208792794,29.56665802001953,4334100,0.0,0.0
2022-06-12 00:00:00-04:00,29.241749008005996,30.403540795640133,28.54270287113921,29.231903076171875,8096600,0.0,0.0
2022-06-19 00:00:00-04:00,29.409128005336143,30.17709195913081,28.82823113479322,29.88172149658203,5740300,0.0,0.0
2022-06-26 00:00:00-04:00,29.950640106242915,30.462617309612426,29.064526871438474,30.118017196655273,3559900,0.0,0.0
2022-07-03 00:00:00-04:00,29.684804761940427,30.62014763186935,29.251593149538866,30.157398223876953,3944000,0.0,0.0
2022-07-10 00:00:00-04:00,29.970332614077748,30.580765396040725,29.034989698525973,30.55122947692871,4080200,0.0,0.0
2022-07-17 00:00:00-04:00,30.275548399338025,32.2545338128719,29.842336774473115,32.067466735839844,3837600,0.0,0.0
2022-07-24 00:00:00-04:00,32.25453318367261,32.461295876804115,30.255855944833804,30.423233032226562,4366600,0.0,0.0
2022-07-31 00:00:00-04:00,30.314933326500448,31.161662867494492,30.12786436415263,30.521692276000977,3165400,0.0,0.0
2022-08-07 00:00:00-04:00,30.659529489397798,33.47540215386285,30.531536130976423,33.2292594909668,5123300,0.0,0.0
2022-08-14 00:00:00-04:00,32.97327449012793,33.34248850368674,32.22499865271214,32.4022216796875,4670400,0.0,0.0
2022-08-21 00:00:00-04:00,32.09700265540788,32.17577011258547,31.12227978578923,31.230581283569336,5285200,0.0,0.0
2022-08-28 00:00:00-04:00,31.201043600697908,31.62440739156993,30.674298467086054,30.757986068725586,6859400,0.25,0.0
2022-09-04 00:00:00-04:00,31.081644997471187,31.796166790501047,29.910624852523924,31.72669792175293,6171300,0.0,0.0
2022-09-11 00:00:00-04:00,31.905329893467204,32.16334954592624,30.1091032004142,30.952634811401367,8803000,0.0,0.0
2022-09-18 00:00:00-04:00,30.823623495920774,31.731660978328435,28.79914949587769,29.245723724365234,4620700,0.0,0.0
2022-09-25 00:00:00-04:00,29.067094605154125,29.563289444631664,27.910959720611572,28.283105850219727,5301500,0.0,0.0
2022-10-02 00:00:00-04:00,28.650290679724012,29.84115715109908,28.1739421983409,28.888463973999023,7843300,0.0,0.0
2022-10-09 00:00:00-04:00,28.948007772872412,29.563290222868076,27.647977789211993,28.93808364868164,5679800,0.0,0.0
2022-10-16 00:00:00-04:00,27.707519723959834,27.886150167811852,26.338022809149507,27.399879455566406,10121000,0.0,0.0
2022-10-23 00:00:00-04:00,27.62812861125624,28.104475199387156,26.228859325601,27.00292205810547,6041700,0.0,0.0
2022-10-30 00:00:00-04:00,27.042618190677977,29.235798427123555,26.69528143168064,27.61820411682129,6207600,0.0,0.0
2022-11-06 00:00:00-05:00,27.89607522853273,28.68502512015309,26.149469119636294,28.541128158569336,7115700,0.0,0.0
2022-11-13 00:00:00-05:00,28.541126636313255,29.33007648585456,28.064780057338552,28.91823387145996,5645300,0.0,0.0
2022-11-20 00:00:00-05:00,29.057169538828067,29.265570456089783,28.33768666635364,29.225875854492188,4236500,0.0,0.0
2022-11-27 00:00:00-05:00,29.126637277468294,30.638045568130135,28.809072885001363,30.37704849243164,5574000,0.0,0.0
2022-12-04 00:00:00-05:00,30.198418034904854,30.486210055636413,28.332724390749515,29.186180114746094,7715100,0.0,0.0
2022-12-11 00:00:00-05:00,29.086941352402857,30.555679535614725,28.253333859413168,28.46173667907715,8670000,0.0,0.0
2022-12-18 00:00:00-05:00,28.352571883349686,28.67013626721621,27.251018770583777,28.630441665649414,4727300,0.0,0.0
2022-12-25 00:00:00-05:00,28.531202312095324,28.65028990241843,27.84149181123013,28.23348617553711,2490900,0.0,0.0
2023-01-01 00:00:00-05:00,28.223562993934454,29.64268053741489,27.93080796298686,29.573211669921875,4090100,0.0,0.0
2023-01-08 00:00:00-05:00,29.573211484206595,30.188493914020626,29.077016647942504,30.079330444335938,8812600,0.0,0.0
2023-01-15 00:00:00-05:00,30.158721535510914,30.2579608813076,28.729681770237764,29.483896255493164,5135300,0.0,0.0
2023-01-22 00:00:00-05:00,29.513668472202117,31.557990656420177,29.454125622169805,31.379362106323242,3721600,0.0,0.0
2023-01-29 00:00:00-05:00,31.131266908459583,32.68435737815114,30.99233105803731,32.0541877746582,5090200,0.0,0.0
2023-02-05 00:00:00-05:00,31.87555543366791,34.048891253788895,30.967519861537202,32.94733810424805,6850700,0.0,0.0
2023-02-12 00:00:00-05:00,32.92748948971415,34.15805055815905,32.510683860574574,33.95957565307617,5212700,0.0,0.0
2023-02-19 00:00:00-05:00,33.57254349580106,34.004230568399734,32.68931353209854,32.80840301513672,6295200,0.0,0.0
2023-02-26 00:00:00-05:00,32.98703460015366,33.01680507911455,31.617535782960285,31.95494842529297,6171800,0.25,0.0
2023-03-05 00:00:00-05:00,32.38999938964844,32.689998626708984,30.15999984741211,30.510000228881836,6386800,0.0,0.0
2023-03-12 00:00:00-04:00,30.1200008392334,30.520000457763672,29.579999923706055,30.100000381469727,8100100,0.0,0.0
2023-03-19 00:00:00-04:00,30.100000381469727,31.440000534057617,29.579999923706055,30.3799991607666,4282800,0.0,0.0
2023-03-26 00:00:00-04:00,30.440000534057617,31.329999923706055,30.06999969482422,31.309999465942383,4618700,0.0,0.0
2023-04-02 00:00:00-04:00,31.299999237060547,31.6299991607666,30.549999237060547,30.739999771118164,3079000,0.0,0.0
2023-04-09 00:00:00-04:00,30.68000030517578,31.790000915527344,30.469999313354492,30.75,3530400,0.0,0.0
2023-04-16 00:00:00-04:00,30.84000015258789,31.3700008392334,30.065000534057617,30.81999969482422,5561300,0.0,0.0
2023-04-23 00:00:00-04:00,30.8700008392334,31.020000457763672,29.270000457763672,30.540000915527344,8473300,0.0,0.0
2023-04-30 00:00:00-04:00,30.440000534057617,30.905000686645508,28.530000686645508,29.389999389648438,4634300,0.0,0.0
2023-05-07 00:00:00-04:00,29.479999542236328,30.450000762939453,27.790000915527344,28.270000457763672,6158000,0.0,0.0
2023-05-14 00:00:00-04:00,28.229999542236328,28.684999465942383,28.040000915527344,28.209999084472656,3740436,0.0,0.0
